APHash	1
BKDRHash	1
FNVHash	1
RSHash	1
SDBMHash	1
DJBHash	1.00043667
JSHash	1.00043667
DEKHash	1.00685506
ELFHash	1.01499141
PJWHash	1.01499141
BPHash	17.5683133
